room_id,host_id,neighbourhood,name,latitude,longitude,room_type,accommodates,bedrooms,beds,instant_bookable,first_review,last_review,number_of_reviews,review_scores_rating,price
4428381,22977793,嘉定区,地铁口旁北欧风温馨55平米一室一厅-距13号线金运路站咫尺之距！地铁直达南京西路/ 淮海路/新天地,31.24201,121.31751,Entire home/apt,2,1,1,f,2019-08-11,2021-01-02,3,100.0,2278.9700000000007
6736597,20927370,嘉定区,Abby's tiny house very close to 13 line Xintiandi,31.24233,121.36032,Private room,1,1,1,f,2017-03-15,2019-11-09,21,98.0,848.9
8963958,46144085,嘉定区,豪华LOFT  日系清新 亚洲最美图书馆 保利大剧院  上海赛车场 地铁直达迪斯尼,31.34454,121.25416,Private room,2,1,1,f,2017-03-02,2020-10-22,63,99.0,777.07
11643807,50416577,嘉定区,[同济上城名都大套三间]重返青葱岁月！6人可住带阳台仨共享3840亩芳草绿阳,31.27287,121.21377,Entire home/apt,6,3,3,t,2018-04-07,2019-09-01,4,100.0,1821.87
11680609,38124968,嘉定区,Anting German Town Wiemar Villa ( 200m2) Master,31.27135,121.17667,Private room,2,1,1,t,2016-07-28,2018-06-08,11,98.0,901.14
11804228,60716453,嘉定区,古漪园旁，位于南翔CBD的温馨小窝，近虹桥机场/火车站，国家会展中心，11号线直达迪士尼、徐家汇,31.29008,121.32155,Private room,2,1,1,t,2019-12-30,2020-12-05,13,100.0,1221.11
12332823,66561587,嘉定区,虹桥机场/虹桥火车站附近13号线地铁直达新天地独立精装卧室,31.23955,121.31077,Private room,2,1,1,f,2016-05-02,2020-08-07,11,87.0,718.3000000000002
13253658,38124968,嘉定区,Anting German Town Wiemar Villa ( 200m2) Garden,31.27745,121.16839,Private room,1,1,1,t,2016-08-04,2018-08-30,5,96.0,705.24
13520146,75117443,嘉定区,万科金色领域90平米精装公寓房对外出租，适合家庭短暂旅游休闲好友聚会。,31.38273,121.22239,Entire home/apt,5,2,1,f,2017-05-01,2020-11-04,6,100.0,1371.3
13946743,82981009,嘉定区,地铁近/虹桥枢纽/一间院,31.23942000000001,121.30912,Private room,1,1,1,f,2016-09-28,2020-11-02,20,100.0,901.14
14408917,88618235,嘉定区,地铁口100米/免费停车/车位充足/整套出租/复式两房一厅/可做饭/带宠物/房东友善/高性价比,31.34757,121.24288,Entire home/apt,4,2,2,t,2017-03-03,2021-01-16,9,98.0,1704.3300000000004
14646231,21443766,嘉定区,Shanghai local home stay - villa kingsize bedroom,31.34475,121.27886,Private room,3,1,1,f,2016-10-02,2021-02-18,47,98.0,875.02
14718161,88618235,嘉定区,地铁口100米/免费停车/车位充足/复式两房一厅/可做饭/带宠物/房东友善/高性价比,31.34767,121.23906,Entire home/apt,4,2,2,t,2018-04-09,2019-04-21,3,100.0,4864.85
15416970,21443766,嘉定区,Queen size guest room close to F1 arena,31.36232,121.30078,Private room,2,1,1,f,2016-11-29,2021-01-19,35,97.0,711.77
15650670,50416577,嘉定区,『同济九间房之4/9』特惠回馈房！且听风吟～明窗2扇实体房非隔断,31.28932,121.22127,Private room,1,1,1,f,2016-11-06,2020-01-11,16,99.0,646.47
16074794,79549954,嘉定区,房间位于一楼，简约北欧装修风格，14平，适合单身出游,31.2533,121.37754,Private room,1,1,0,f,2019-12-13,2020-04-12,2,100.0,2389.98
16288349,106548902,嘉定区,1三台空调+三张大床，优惠价6800/月，商业中心旁六人舒适美居，地铁13和11号线之间。,31.2679,121.33744,Entire home/apt,4,3,3,f,2016-12-26,2019-02-28,13,98.0,4035.54
16805473,111746030,嘉定区,马陆*南翔*大融城*赛车场*汽车城*徐家汇*迪士尼沿线地铁11号线温馨复式公寓整套出租,31.33145,121.2826,Entire home/apt,8,4,4,f,2017-03-29,2018-10-03,6,80.0,4048.6
16818178,111746030,嘉定区,11号线沿线*马陆*南翔*大融城*汽车城*赛车场*徐家汇*复式公寓时尚次卧出租,31.33098,121.28618,Private room,2,1,1,f,2017-04-01,2020-09-17,15,91.0,581.1700000000002
17551985,111746030,嘉定区,11号线地铁马陆*南翔*大融城*赛车场*汽车城*嘉定新城*迪士尼沿线*单间主卧A出租,31.32976,121.28805,Private room,2,4,4,f,2017-04-09,2020-04-25,4,75.0,770.5400000000002
17628129,76569399,嘉定区,【帐篷电影】当帐篷遇见电影，我们在一起！11号线兆丰路地铁站直达迪斯尼,31.28779,121.16094,Entire home/apt,3,1,2,t,2017-04-19,2021-01-16,52,96.0,1462.72
17883809,122022202,嘉定区,《斑马1》安亭11号线直达徐家汇迪士尼双床房,31.29016,121.16215,Entire home/apt,4,2,2,f,2019-06-02,2019-06-02,1,100.0,1593.3200000000004
17986092,67541053,嘉定区,Shanghai Retreat 11号线嘉定西淡雅清新的美式新公寓。,31.375190000000003,121.24069,Entire home/apt,4,2,2,f,2017-05-09,2020-09-19,37,96.0,1959.0
17988851,109941854,嘉定区,【晶彩3】已消毒/网红民宿异域风情/江桥万达/长租优惠/近虹桥机场火车站&会展中心/地铁直达新天地,31.23821,121.32137,Entire home/apt,2,1,1,t,2017-05-01,2021-01-10,35,98.0,2037.36
18045928,106548902,嘉定区,2三台空调三张大床，虹桥商圈人文祥和新社区，地铁11和13号线之间,31.27011,121.32874,Entire home/apt,6,3,3,t,2017-04-23,2020-08-29,7,100.0,1887.17
18124932,111746030,嘉定区,11号线沿线，马陆地铁附近，大融城商圈，共享空间主卧单间,31.33204000000001,121.28681,Private room,2,1,1,f,2019-03-19,2020-11-14,3,93.0,705.24
18181033,120470599,嘉定区,铃兰居绿色欧式风一房星级公寓嘉定新城地铁站,31.33413,121.24666,Entire home/apt,2,1,1,f,2017-04-24,2018-08-10,8,80.0,1756.5700000000004
18215830,125775742,嘉定区,摄影师之家——精装现代简约loft（整套房子）,31.35013,121.26173,Entire home/apt,2,2,2,f,2018-03-12,2019-09-01,30,95.0,3265.0
18508746,105903858,嘉定区,现代温馨风复式两房公寓,31.4127,121.20414,Entire home/apt,4,2,2,f,2017-05-16,2017-09-02,3,100.0,1266.82
18663734,32589151,嘉定区,在后现代风格的阳光别墅享受自然逸趣,31.31092,121.31683999999998,Private room,3,1,1,t,2017-05-16,2021-02-15,256,99.0,1606.38
19701103,35616048,嘉定区,故乡云嘉定友好家庭大公寓,31.36461,121.16057,Entire home/apt,16,8,8,t,2019-06-30,2019-06-30,1,60.0,6849.97
19725972,74752939,嘉定区,近虹桥万达广场温馨榻榻米,31.23716,121.32124,Entire home/apt,2,1,1,f,2017-10-04,2017-10-04,1,100.0,2318.15
19730147,139043229,嘉定区,"温暖清新loft民宿,虹桥站国展北13公里,13号11号地铁3公里,MAX未来广场,全新精装长租优惠",31.26816,121.33619,Private room,2,1,1,t,2019-07-05,2020-12-31,3,100.0,646.47
20397350,110074896,嘉定区,"嘉定北站 ,精致精心，物超所值。Exquisite ,more than you expected",31.39515,121.23382,Entire home/apt,2,1,1,t,2018-04-16,2018-10-24,2,100.0,3173.58
20405452,109941854,嘉定区,【晶彩2】已消毒/网红浪漫地铁房/江桥万达/巨幕高清投影/近虹桥机场&会展中心/地铁直达淮海中路,31.241190000000003,121.32401000000002,Entire home/apt,2,1,1,t,2017-08-14,2021-01-02,19,99.0,2226.73
20687173,148049715,嘉定区,hjkjkh,31.34553,121.244,Entire home/apt,6,3,3,t,2018-04-17,2018-04-17,1,40.0,2520.58
20849737,149626104,嘉定区,嘉定新城清雅别墅两套间,31.32765,121.2533,Private room,4,2,2,f,2017-11-22,2017-11-22,1,100.0,3265.0
20934604,149626104,嘉定区,嘉定新城清雅别墅一楼大床房,31.32466,121.25293,Private room,2,1,1,f,2018-03-05,2018-03-05,1,100.0,1632.5
21053786,151672359,嘉定区,上海湖畔墅居漫生活 Shanghai Lake Yard,31.31251,121.31326,Entire home/apt,5,3,3,f,2017-10-04,2018-10-05,7,100.0,2794.84
21526136,146861441,嘉定区,田子坊人民广场上海大学 Line7/11 南翔 东篱苑美式褐石街区奢华花园洋房露天阳台酒吧桌球的别墅,31.31967,121.34774,Private room,1,1,1,f,2018-04-01,2018-04-01,1,100.0,835.84
21649157,157567790,嘉定区,家的感觉——温馨的全新全独立全设施的二房一厅公寓房,31.3331,121.25458,Entire home/apt,4,2,2,f,2018-04-15,2019-09-25,16,100.0,1867.58
21990380,160568860,嘉定区,地铁11号线嘉定西/天华学院/赛普学院附近精装loft,31.41473,121.20402,Entire home/apt,3,2,2,t,2017-12-15,2019-10-06,3,87.0,1639.03
22001153,17272529,嘉定区,[Loft北欧红]空中美墅_清新美拍度假屋_地铁两分钟 郊野公园F1赛车场2min to Metro,31.34722,121.24303,Entire home/apt,4,1,2,t,2017-12-08,2021-01-20,17,99.0,1482.31
22232182,88618235,嘉定区,地铁口100米/免费停车/车位充足/整套出租/复式套房/可做饭/带宠物/房东友善/高性价比,31.34675,121.24323,Entire home/apt,4,1,2,t,2018-02-04,2021-02-18,27,99.0,1723.92
22379798,88618235,嘉定区,地铁口100米/免费停车/车位充足/整套出租/复式两房一厅/可做饭/带宠物/房东友善/高性价比,31.34666,121.24323,Entire home/apt,4,2,2,t,2018-01-12,2020-01-16,8,98.0,1704.3300000000004
22594663,166164392,嘉定区,骏怡精品酒店,31.267540000000004,121.33607,Private room,2,1,2,t,2018-01-15,2018-10-03,2,60.0,2768.7200000000007
22833807,168804136,嘉定区,【European style】Little town designed by German,31.27134,121.16563,Private room,2,1,1,f,2018-02-13,2021-01-01,69,99.0,907.67
23256666,168804136,嘉定区,European style town near metro and Golf course,31.26772,121.17609,Private room,2,1,1,f,2018-03-14,2021-01-21,53,99.0,790.13
23588721,176345988,嘉定区,汍淓青春驿站/地铁口/致青春LOFT/预约发票,31.28458,121.17943,Entire home/apt,4,2,2,t,2018-08-21,2020-10-17,4,100.0,2004.71
23707143,92405645,嘉定区,地铁11号线 南翔花园别墅 - 半明地下室、独立单间,31.30636,121.31483,Private room,1,1,1,f,2018-05-26,2019-06-15,5,88.0,470.16
23867802,109941854,嘉定区,【晶彩7】老上海复古风/新加影院级投影/江桥万达/可做饭/近虹桥火车站机场&会展中心/地铁直达田子坊,31.23873,121.32362,Entire home/apt,2,1,1,t,2018-03-25,2021-02-05,24,98.0,2226.73
24415212,180999476,嘉定区,11号线南翔路地铁站，古猗园附近，虹桥机场15公里，地铁到徐家汇和迪士尼。,31.31607,121.313,Private room,2,1,2,f,2018-07-30,2018-07-30,1,100.0,1181.93
24420407,184377963,嘉定区,【江桥万达】欧式独立私房，价格优惠，上海地道妈妈单身居住，干净整洁，安静的环境助您旅程愉快,31.25465,121.3408,Private room,2,2,1,t,2018-05-13,2020-11-29,25,100.0,835.84
24507689,88618235,嘉定区,地铁口100米/免费停车/车位充足/整套出租/复式两房一厅/可做饭/带宠物/房东友善/高性价比,31.34661,121.24313,Entire home/apt,4,2,2,t,2019-02-20,2020-10-19,13,100.0,1704.3300000000004
24508231,88618235,嘉定区,地铁口100米/免费停车/车位充足/整套出租/复式两房一厅/可做饭/带宠物/房东友善/高性价比,31.34677000000001,121.2431,Entire home/apt,4,2,2,t,2018-08-21,2020-08-11,6,100.0,1704.3300000000004
24595142,82583825,嘉定区,11号嘉定新城地铁LOFT楼下万达/北欧INS可做饭/直达迪士尼F1徐家汇,31.32833,121.25724,Entire home/apt,3,1,2,t,2018-05-26,2020-05-17,21,89.0,1547.61
24624072,82583825,嘉定区,嘉定新城地铁两人间LOFT楼下万达/INS风可做饭/直达迪士尼F1徐家汇,31.32856,121.25518,Entire home/apt,2,1,1,t,2018-05-15,2021-02-18,59,93.0,1482.31
24894507,187956371,嘉定区,被桂花叫醒的悠然时光，上海地铁11号线附近嘉定图书馆旁Lfto新房悠然居,31.34373,121.25822,Entire home/apt,4,2,2,f,2018-08-07,2018-12-25,2,100.0,3839.64
25048526,88618235,嘉定区,地铁口100米/免费停车/车位充足/整套出租/超大开放式两房一厅/可做饭/带宠物/房东友善/高性价比,31.34676,121.24307,Entire home/apt,4,1,2,t,2018-11-19,2021-01-26,21,96.0,1645.5600000000004
25069850,88618235,嘉定区,地铁口100米/免费停车/车位充足/整套出租/复式两房一厅/可做饭/带宠物/房东友善/高性价比,31.34691,121.2431,Entire home/apt,4,2,2,t,2019-06-18,2020-11-29,6,87.0,1730.45
25171330,124476888,嘉定区,「36.4°」嘉定地铁11号线，直达迪斯尼的现代设计豪华套房可居住4人,31.32294000000001,121.25972,Entire home/apt,4,2,2,t,2018-06-09,2021-01-08,32,99.0,2115.7200000000007
26282517,84830735,嘉定区,虹桥机场和高铁站20分钟直达/30分钟可到国家会展中心、人民广场、南京路商圈/离F1赛车场3站地铁,31.28828,121.31975,Private room,1,1,1,f,2018-09-14,2020-09-04,23,98.0,835.84
26723430,160568860,嘉定区,地铁11号线嘉定西/天华学院/百度公司/沃尔沃附近温馨loft,31.41343,121.20096,Entire home/apt,3,2,2,t,2018-08-17,2020-10-03,9,98.0,1639.03
26834662,201800122,嘉定区,XIN欣旅舍民宿大床间,31.28692,121.31174,Private room,2,1,1,t,2018-10-05,2019-10-02,3,100.0,2481.4
26835952,201800122,嘉定区,XIN欣旅舍小白楼青旅舍,31.28699000000001,121.31226,Shared room,1,1,6,t,2018-07-23,2020-07-31,10,98.0,653.0
26962072,156863451,嘉定区,Jiading QuLoft近地铁11号线白银路站嘉香宝楼园,31.34385,121.25818,Entire home/apt,5,2,3,t,2018-07-30,2018-07-30,1,80.0,5021.5700000000015
27245408,88618235,嘉定区,地铁口100米/免费停车/车位充足/整套出租/复式两房一厅/可做饭/带宠物/房东友善/高性价比,31.34655,121.24313,Entire home/apt,3,2,2,t,2018-09-07,2020-11-29,11,98.0,1691.27
27321839,201800122,嘉定区,xin欣旅舍小白楼青年旅舍A,31.28887000000001,121.31301,Shared room,1,1,2,t,2018-08-05,2020-01-13,22,95.0,653.0
27467761,206994966,嘉定区,南翔/新中式/银翔湖/地铁11号线/徐家汇/交通大学/江苏路市中心/迪斯尼主题乐园,31.28991,121.32639,Entire home/apt,2,1,3,t,2018-10-28,2020-11-08,19,88.0,1763.1
27810932,102662461,嘉定区,知 和风民宿。Loft双层独立两卧室，地铁11号线直达徐家汇、迪士尼,31.28662000000001,121.32089,Entire home/apt,4,2,2,t,2019-03-13,2021-02-14,36,99.0,2194.08
27847481,88618235,嘉定区,地铁口100米/免费停车/车位充足/整套出租/复式两房一厅/可做饭/带宠物/房东友善/高性价比,31.34649000000001,121.24313,Entire home/apt,3,2,2,t,2018-08-26,2020-11-22,27,100.0,1645.5600000000004
27944852,156863451,嘉定区,名宿未来居近地铁嘉定图书馆远香湖,31.3425,121.25414,Entire home/apt,4,2,2,t,2018-11-12,2018-11-12,1,100.0,4962.8
28039506,209250678,嘉定区,安嘉庭,31.297390000000004,121.15491000000002,Entire home/apt,5,3,3,f,2019-08-19,2019-08-19,1,100.0,1959.0
28208936,10226257,嘉定区,独立小窝,31.35424,121.25923,Private room,2,1,1,f,2018-09-29,2019-06-28,2,100.0,646.47
28499909,32589151,嘉定区,到带健身房和阳台的豪华别墅来仰望浪漫星空,31.30873,121.318,Private room,3,1,3,t,2018-09-17,2021-02-17,115,98.0,1697.8
28618848,200928435,嘉定区,【叕鱼】18嘉定新城瑞金北院对面/毗邻万达广场/宝龙广场/地铁直达徐家汇/迪斯尼阳光温馨一居室,31.33595,121.25655,Entire home/apt,2,1,1,t,2018-09-21,2020-12-12,35,100.0,1710.86
28619971,200928435,嘉定区,【叕鱼】19嘉定新城瑞金北院对面/毗邻万达广场/宝龙广场/地铁直达徐家汇/迪斯尼/舒适雅致一居室,31.33595,121.25655,Entire home/apt,2,1,1,t,2018-10-07,2020-10-06,25,96.0,1750.04
28699071,216497994,嘉定区,湖边温馨的家,31.26826,121.33401,Entire home/apt,3,1,1,f,2019-01-01,2019-01-01,1,60.0,1292.94
28905828,88618235,嘉定区,地铁口100米/免费停车/车位充足/整套出租/超大复式套房/可做饭/带宠物/房东友善/高性价比,31.34642,121.24326,Entire home/apt,3,1,3,t,2018-11-18,2020-12-31,18,99.0,1586.79
29338523,201800122,嘉定区,xin欣旅舍青年旅舍主楼,31.29512,121.31991,Shared room,1,1,6,t,2018-10-19,2019-11-16,10,94.0,653.0
29572658,166164392,嘉定区,骏怡酒店长租房,31.26863,121.33512,Private room,2,1,1,t,2018-11-12,2018-11-12,1,100.0,1684.74
29776845,224031687,嘉定区,嘉定新城宝龙广场轻奢公主房,31.34134,121.25339,Entire home/apt,2,1,1,t,2019-08-08,2019-08-08,1,100.0,4316.33
29867516,224031687,嘉定区,嘉定宝龙广场轻奢公主房,31.34262,121.25695,Entire home/apt,2,1,1,t,2019-01-03,2019-09-11,4,100.0,4316.33
29992401,217961988,嘉定区,独享幽静北欧清新阳光大床房，11号线嘉定新城站，直达徐家汇/迪斯尼，紧邻中信泰富万达/瑞金医院北,31.33388,121.25439,Entire home/apt,2,1,1,t,2018-12-08,2020-07-31,27,93.0,1834.93
30280509,227094055,嘉定区,精品酒店风格十一号线白银路站附近四周大飘窗房间出租,31.35235,121.25352,Private room,1,1,1,t,2019-01-23,2021-02-09,21,95.0,646.47
30458376,200928435,嘉定区,【叕魚】P11号线嘉定新城/独享现代温馨大床房/万达广场/地铁直达徐家汇/迪斯尼/交通大学,31.33607,121.25645,Entire home/apt,2,0,1,f,2018-12-06,2020-10-10,24,98.0,1880.64
30484192,120659532,嘉定区,【画室】…11号地铁上海汽车城站步行5分钟-整租复式2房，文艺风公馆,31.28631,121.18148,Entire home/apt,4,2,2,t,2019-03-06,2021-02-20,15,99.0,1678.21
30722359,178510778,嘉定区,09 嘉定汇豪新天地/远香湖/保利大剧院/嘉定图书馆/瑞金医院北院 两居室 有厨房餐具调料可做饭,31.3512,121.26121,Entire home/apt,3,2,2,t,2018-12-25,2020-04-30,17,98.0,1560.67
30779507,178510778,嘉定区,10 嘉定汇豪新天地/远香湖/保利大剧院/嘉定图书馆/瑞金医院北院  2张床 有厨房餐具调料可做饭,31.35259000000001,121.26,Entire home/apt,3,1,2,t,2018-12-23,2020-10-08,21,98.0,1625.97
31093206,109941854,嘉定区,【晶彩5】江桥万达，巨幕高清投影 近虹桥机场火车站，会展中心，地铁直达淮海中路，田子坊,31.23995,121.32411,Entire home/apt,2,1,1,t,2019-01-28,2020-10-31,16,98.0,2226.73
31227203,176002820,嘉定区,上海嘉定北地铁直通迪士尼和徐家汇知名房企精美新公寓家庭房整租,31.4151,121.27924,Entire home/apt,4,3,3,t,2019-03-09,2020-09-30,10,98.0,2024.3
31230878,53646184,嘉定区,距离虹桥15分钟车程的，拥有独立书房智能温馨小窝,31.23701,121.31316,Private room,2,1,2,f,2019-02-18,2019-08-14,14,99.0,881.5500000000002
31525745,109941854,嘉定区,【晶彩6】时尚，江桥万达，巨幕投影，近虹桥机场火车站，凌空SOHO，会展中心，地铁直达南京西路,31.24027,121.32465,Entire home/apt,2,1,1,t,2019-03-16,2020-05-07,4,85.0,2037.36
32713968,245982940,嘉定区,艺美居,31.34197,121.25935,Entire home/apt,1,1,2,t,2020-10-04,2020-12-30,2,100.0,1945.94
32772843,50277726,嘉定区,13号线11号线附近整租65平米loft公寓,31.26897,121.33668,Entire home/apt,2,1,1,t,2019-03-16,2021-01-25,21,99.0,1410.48
32845557,124476888,嘉定区,「36.4°」 11号线地铁口100米万达广场超大露台投影仪120寸巨幕景观房/直达迪斯尼/徐家汇/,31.32801,121.25609,Entire home/apt,3,1,2,t,2019-03-10,2020-10-24,32,99.0,1952.47
33110277,201800122,嘉定区,xin欣旅舍民宿大床间,31.28692,121.31165,Private room,2,1,1,t,2019-04-06,2019-12-31,14,97.0,2481.4
33559965,194403560,嘉定区,Cara&Hana的天空之城11号线嘉定新城 直达迪士尼落地窗270度绝美黄昏夜景近保利大剧院赛车场,31.32158,121.26038,Private room,4,1,1,f,2019-04-13,2021-02-23,69,100.0,1730.45
33688284,194403560,嘉定区,Cara&Hana天空之城百叶窗大空间可拍照地铁11号线嘉定新城地铁直达迪士尼近保利大剧院赛车场,31.32166,121.25929,Private room,2,1,1,f,2019-04-23,2021-02-20,24,100.0,1430.0700000000004
33811859,109941854,嘉定区,【晶彩4】ins风，巨幕投影，江桥万达，紧临会展中心，虹桥机场火车站，地铁直达田子坊，淮海中路,31.23922,121.32497,Entire home/apt,2,1,1,t,2019-04-21,2020-10-30,17,99.0,1985.12
33856468,83610138,嘉定区,舒适卫生ins风独立房间近地铁11号线周边保利大剧院、州桥老街等直达迪士尼,31.36982,121.22883,Private room,2,1,1,t,2019-05-03,2021-01-16,49,100.0,633.41
33860683,109941854,嘉定区,【晶彩14】已消毒/设计师民宿/江桥万达/乳胶大床房高清投影/近虹桥机场&会展中心/地铁直达淮海中路,31.23988,121.32375,Entire home/apt,2,1,1,t,2020-01-11,2021-01-01,12,100.0,2226.73
33889982,254484616,嘉定区,旅途中栖居@逃离@7/15号线@上海大学周边【木木咖啡驿站♥榻榻米房】♥(可选店主的纯手工咖啡),31.31822,121.34704,Private room,1,1,1,t,2019-05-05,2021-02-23,19,99.0,972.97
34057651,257151883,嘉定区,近嘉定北地铁站，地铁直达迪士尼/徐家汇/南翔/上海赛车城/近上海大学嘉定校区,31.39064,121.23685,Entire home/apt,2,1,1,t,2019-04-25,2020-12-12,10,100.0,1599.85
34058049,257151883,嘉定区,【景观】距离嘉定北站50米，地铁直达迪士尼/徐家汇/近上海大学嘉定北校区,31.39087,121.2381,Entire home/apt,2,1,1,t,2019-07-21,2019-08-19,2,70.0,1593.3200000000004
34058258,257151883,嘉定区,日系风近嘉定北地铁站，直达迪士尼/徐家汇/上海大学嘉定北校区一居,31.38976,121.23654,Entire home/apt,2,1,1,t,2019-05-03,2020-12-05,19,96.0,1567.2
34058428,257151883,嘉定区,【日系清新景观房】近嘉定北地铁站30米/上海大学嘉定校区，直达迪士尼/南翔/徐家汇/交通大学,31.39067,121.23843,Entire home/apt,2,1,1,t,2019-05-05,2020-09-04,9,78.0,1593.3200000000004
34067926,257268398,嘉定区,与千年古塔为邻居的禅意阳光房，全新装修，古朴 舒适独居的温馨小家,31.28417,121.31267,Entire home/apt,2,1,2,t,2019-05-02,2019-05-02,1,100.0,2285.5
34070724,109941854,嘉定区,【晶彩8】绿色森林，江桥万达，巨幕投影 近虹桥机场火车站，国家会展中心，地铁直达淮海中路，田子坊,31.23922,121.32497,Entire home/apt,2,1,1,t,2019-04-29,2020-10-02,11,96.0,1985.12
34173006,201800122,嘉定区,小院内带独立卫生间的合住标间,31.28818,121.31402,Private room,1,1,1,t,2019-05-04,2019-10-31,3,100.0,1697.8
34210596,63809843,嘉定区,【迦南美墅—伊甸园TN】11号线汽车城地铁站/同济大学/上汽/创新港/蔚来汽车/直达虹桥高铁机场,31.28597,121.20628,Private room,1,1,1,t,2019-05-14,2021-01-18,21,98.0,705.24
34295368,258925753,嘉定区,〔欢home〕嘉定新城圆床鸟笼全新浪漫小屋/直达徐家汇/迪士尼/紧临中信泰富万达/瑞金医院北院,31.33506,121.25563,Entire home/apt,3,1,2,t,2019-05-17,2020-11-16,11,98.0,1789.22
35302282,109941854,嘉定区,【晶彩9】英式田园  江桥万达，十五分钟直达虹桥机场，地铁直达南京西路，新天地,31.23922,121.32497,Entire home/apt,2,1,1,t,2019-08-12,2020-10-22,6,100.0,1985.12
35384382,251066752,嘉定区,蓝色恋人 全新hot式公寓全屋整租精装、私密空间,31.27939000000001,121.3313,Entire home/apt,2,1,0,t,2019-07-20,2019-11-25,7,77.0,1750.04
35528150,266944886,嘉定区,慵懒）少女灰，江桥万达，国家会展中心，虹桥机场虹桥火车站，13号线直达南京西路，淮海路，新天地,31.23853,121.32466,Entire home/apt,2,1,1,t,2019-10-04,2020-06-20,7,91.0,2056.9500000000007
35656847,192811981,嘉定区,Loft大床/安亭汽车城/迪士尼徐家汇/东方肝胆医院/同济大学/11号线兆丰路地铁口《云邸5》,31.29432000000001,121.15449,Entire home/apt,4,1,2,t,2019-07-01,2020-12-05,11,100.0,1234.17
35698018,192811981,嘉定区,云邸6大落地窗•安亭赛车城•迪士尼•徐家汇•同济大学•东方肝胆医院•11号线兆丰路地铁口,31.28944000000001,121.15954,Entire home/apt,3,1,0,t,2019-07-17,2021-01-01,23,97.0,1201.52
35759028,82583825,嘉定区,11号地铁复试Loft北欧两房，直达迪士尼可做饭,31.32066,121.27723,Entire home/apt,4,2,2,t,2019-09-23,2020-09-13,10,96.0,1919.82
36331534,204604241,嘉定区,120平全新整套创意装修Loft在等你，迪士尼地铁站沿线，适合安静的商务、情侣、亲子、聚会、餐会,31.32045,121.27732,Entire home/apt,4,2,3,f,2019-08-09,2020-12-31,8,100.0,2167.96
36364340,273458776,嘉定区,MR.F 霏宿/嘉定新城/轻轨11号线直达迪士尼/超大LOFT空间140平适合拍摄/民宿附近吃喝都有,31.32471,121.2715,Private room,4,2,2,t,2019-07-21,2021-02-16,21,99.0,3519.67
36371106,65908801,嘉定区,地铁直达徐家汇、迪士尼/楼下配套娱乐、11号线步行5分钟、宜家风格,31.290540000000004,121.31926,Entire home/apt,3,1,1,t,2019-08-04,2020-08-01,4,90.0,1684.74
36454595,109941854,嘉定区,【晶彩10】已消毒/北欧风情/江桥万达/巨幕投影/近虹桥机场火车站&会展中心/地铁直达田子坊新天地,31.23914000000001,121.32493999999998,Entire home/apt,2,1,1,t,2019-07-14,2020-11-21,9,93.0,2226.73
36638967,237335308,嘉定区,shyeep 的小屋房间位于天华学院，百度公司，沃尔沃，宝马培训中心附近!欢迎外国朋友入住,31.414790000000004,121.20333,Entire home/apt,3,2,2,t,2019-08-06,2020-05-17,4,100.0,1436.6
36710647,63594129,嘉定区,11号线南翔站轻奢复式LOFT公寓/巨幕投影/南翔印象城/地铁直达迪士尼,31.29455,121.3202,Entire home/apt,4,2,2,t,2019-07-26,2020-11-29,11,100.0,2931.9700000000007
36713055,148926847,嘉定区,李博士的小窝（11号线直达迪士尼！！！南翔地铁站！印象城2km！虹桥机场30min可达！复式公寓）,31.2875,121.32406,Private room,2,1,1,t,2019-07-19,2021-01-20,82,99.0,966.44
36931256,88618235,嘉定区,地铁口100米/免费停车/车位充足/整套出租/超大复式套房/可做饭/带宠物/房东友善/高性价比,31.34667,121.24338,Entire home/apt,4,1,2,t,2019-08-17,2021-01-30,11,100.0,1769.63
36933388,99434357,嘉定区,毕加索公寓-近上海赛车场地铁站附近-别墅区“電影天堂”,31.34935,121.17484,Entire home/apt,6,3,3,f,2019-07-27,2019-10-20,5,100.0,2605.4700000000007
37113121,152386782,嘉定区,南翔古镇安居时代高级双床房（全新装修，近地铁，日式禅意 可做饭）,31.28299,121.31301,Private room,2,1,2,t,2019-10-03,2019-10-03,1,100.0,2997.27
37127925,109941854,嘉定区,【晶彩12】已消毒/北欧极简/江桥万达/乳胶大床房/高清投影/近虹桥机场&会展中心/地铁直达淮海中路,31.23937,121.32517,Entire home/apt,2,1,1,t,2020-06-22,2020-10-24,2,80.0,2226.73
37128554,109941854,嘉定区,【晶彩11】ins网红乳胶大床房/江桥万达/巨幕投影/近虹桥机场&会展中心/地铁直达田子坊,31.2394,121.32492,Entire home/apt,2,1,1,t,2019-08-10,2021-01-01,20,99.0,2226.73
37146752,152386782,嘉定区,南翔镇安居时代广场日式禅意高级双床房（全新装修，近地铁，日式禅意 可做饭）,31.28426,121.31477,Private room,2,1,0,t,2019-08-18,2019-08-18,1,100.0,2866.67
37148526,152386782,嘉定区,南翔镇安居时代广场日式禅意高级双床房（全新装修，近地铁，日式禅意 可做饭）,31.28271,121.31451,Private room,2,1,0,t,2019-07-28,2019-11-22,12,98.0,2736.07
37227319,152386782,嘉定区,南翔镇安居时代广场日式禅意大床房（全新装修，近地铁，日式禅意 可做饭）,31.284,121.31473,Private room,2,1,0,t,2019-08-01,2019-11-13,4,100.0,2866.67
